Model,TBS2204B
Firmware Version,v1.31.16

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.04
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,20000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,5
Label,
TIME,CH1
-4.4576e-02,7.1
-4.4544e-02,4.7
-4.4512e-02,4.3
-4.4480e-02,7.7
-4.4448e-02,3.5
-4.4416e-02,6.5
-4.4384e-02,6.1
-4.4352e-02,3.9
-4.4320e-02,7.7
-4.4288e-02,4.7
-4.4256e-02,5.1
-4.4224e-02,7.7
-4.4192e-02,3.7
-4.4160e-02,7.1
-4.4128e-02,5.3
-4.4096e-02,3.9
-4.4064e-02,8.1
-4.4032e-02,2.7
-4.4000e-02,5.9
-4.3968e-02,7.1
-4.3936e-02,2.1
-4.3904e-02,6.9
-4.3872e-02,5.1
-4.3840e-02,3.3
-4.3808e-02,7.9
-4.3776e-02,3.3
-4.3744e-02,5.3
-4.3712e-02,7.1
-4.3680e-02,3.1
-4.3648e-02,7.3
-4.3616e-02,5.5
-4.3584e-02,3.7
-4.3552e-02,8.1
-4.3520e-02,3.7
-4.3488e-02,5.5
-4.3456e-02,7.7
-4.3424e-02,2.9
-4.3392e-02,7.3
-4.3360e-02,5.3
-4.3328e-02,3.7
-4.3296e-02,7.3
-4.3264e-02,4.1
-4.3232e-02,5.3
-4.3200e-02,6.3
-4.3168e-02,4.1
-4.3136e-02,6.1
-4.3104e-02,4.7
-4.3072e-02,4.9
-4.3040e-02,6.5
-4.3008e-02,4.9
-4.2976e-02,5.5
-4.2944e-02,5.9
-4.2912e-02,4.3
-4.2880e-02,5.9
-4.2848e-02,5.1
-4.2816e-02,4.7
-4.2784e-02,6.5
-4.2752e-02,4.3
-4.2720e-02,5.7
-4.2688e-02,5.5
-4.2656e-02,4.5
-4.2624e-02,5.7
-4.2592e-02,5.1
-4.2560e-02,5.3
-4.2528e-02,6.3
-4.2496e-02,4.3
-4.2464e-02,5.7
-4.2432e-02,5.9
-4.2400e-02,4.7
-4.2368e-02,6.1
-4.2336e-02,5.3
-4.2304e-02,4.5
-4.2272e-02,6.3
-4.2240e-02,5.1
-4.2208e-02,5.5
-4.2176e-02,6.3
-4.2144e-02,5.1
-4.2112e-02,6.3
-4.2080e-02,5.9
-4.2048e-02,5.3
-4.2016e-02,6.5
-4.1984e-02,5.1
-4.1952e-02,6.3
-4.1920e-02,5.9
-4.1888e-02,5.7
-4.1856e-02,6.1
-4.1824e-02,5.5
-4.1792e-02,5.9
-4.1760e-02,5.9
-4.1728e-02,4.9
-4.1696e-02,6.1
-4.1664e-02,5.3
-4.1632e-02,5.5
-4.1600e-02,5.7
-4.1568e-02,5.1
-4.1536e-02,5.3
-4.1504e-02,4.9
-4.1472e-02,4.9
-4.1440e-02,5.5
-4.1408e-02,4.3
-4.1376e-02,5.3
-4.1344e-02,5.1
-4.1312e-02,4.7
-4.1280e-02,5.7
-4.1248e-02,4.3
-4.1216e-02,5.5
-4.1184e-02,5.5
-4.1152e-02,4.5
-4.1120e-02,6.1
-4.1088e-02,5.3
-4.1056e-02,5.1
-4.1024e-02,6.1
-4.0992e-02,4.9
-4.0960e-02,5.3
-4.0928e-02,6.1
-4.0896e-02,4.9
-4.0864e-02,5.7
-4.0832e-02,5.7
-4.0800e-02,5.1
-4.0768e-02,5.3
-4.0736e-02,5.7
-4.0704e-02,5.1
-4.0672e-02,5.9
-4.0640e-02,5.3
-4.0608e-02,5.3
-4.0576e-02,6.1
-4.0544e-02,4.7
-4.0512e-02,6.1
-4.0480e-02,5.1
-4.0448e-02,4.9
-4.0416e-02,6.1
-4.0384e-02,4.3
-4.0352e-02,5.5
-4.0320e-02,5.3
-4.0288e-02,4.3
-4.0256e-02,6.3
-4.0224e-02,5.1
-4.0192e-02,5.1
-4.0160e-02,6.1
-4.0128e-02,4.5
-4.0096e-02,6.5
-4.0064e-02,5.3
-4.0032e-02,5.1
-4.0000e-02,7.3
-3.9968e-02,3.7
-3.9936e-02,6.9
-3.9904e-02,5.9
-3.9872e-02,3.7
-3.9840e-02,8.3
-3.9808e-02,3.3
-3.9776e-02,5.1
-3.9744e-02,7.5
-3.9712e-02,2.5
-3.9680e-02,6.9
-3.9648e-02,5.7
-3.9616e-02,3.5
-3.9584e-02,7.7
-3.9552e-02,3.9
-3.9520e-02,4.9
-3.9488e-02,6.7
-3.9456e-02,3.5
-3.9424e-02,6.9
-3.9392e-02,5.3
-3.9360e-02,4.3
-3.9328e-02,7.7
-3.9296e-02,3.9
-3.9264e-02,5.7
-3.9232e-02,6.1
-3.9200e-02,3.7
-3.9168e-02,6.9
-3.9136e-02,4.9
-3.9104e-02,4.9
-3.9072e-02,6.9
-3.9040e-02,3.7
-3.9008e-02,6.1
-3.8976e-02,5.9
-3.8944e-02,3.9
-3.8912e-02,7.1
-3.8880e-02,4.3
-3.8848e-02,5.7
-3.8816e-02,6.1
-3.8784e-02,3.7
-3.8752e-02,6.7
-3.8720e-02,4.3
-3.8688e-02,4.9
-3.8656e-02,6.9
-3.8624e-02,3.7
-3.8592e-02,6.7
-3.8560e-02,5.1
-3.8528e-02,4.5
-3.8496e-02,6.7
-3.8464e-02,3.9
-3.8432e-02,6.1
-3.8400e-02,6.1
-3.8368e-02,3.9
-3.8336e-02,6.9
-3.8304e-02,5.1
-3.8272e-02,4.5
-3.8240e-02,7.1
-3.8208e-02,4.1
-3.8176e-02,6.1
-3.8144e-02,5.9
-3.8112e-02,4.3
-3.8080e-02,6.5
-3.8048e-02,5.3
-3.8016e-02,4.7
-3.7984e-02,6.1
-3.7952e-02,4.7
-3.7920e-02,5.5
-3.7888e-02,5.5
-3.7856e-02,4.9
-3.7824e-02,6.3
-3.7792e-02,4.9
-3.7760e-02,5.7
-3.7728e-02,5.3
-3.7696e-02,5.1
-3.7664e-02,5.3
-3.7632e-02,4.7
-3.7600e-02,5.7
-3.7568e-02,4.9
-3.7536e-02,4.5
-3.7504e-02,5.9
-3.7472e-02,4.7
-3.7440e-02,4.7
-3.7408e-02,5.9
-3.7376e-02,4.3
-3.7344e-02,5.3
-3.7312e-02,4.9
-3.7280e-02,4.7
-3.7248e-02,5.7
-3.7216e-02,4.3
-3.7184e-02,5.5
-3.7152e-02,5.1
-3.7120e-02,4.3
-3.7088e-02,6.3
-3.7056e-02,4.9
-3.7024e-02,5.1
-3.6992e-02,6.3
-3.6960e-02,4.7
-3.6928e-02,5.3
-3.6896e-02,5.5
-3.6864e-02,5.1
-3.6832e-02,6.3
-3.6800e-02,5.5
-3.6768e-02,5.5
-3.6736e-02,6.5
-3.6704e-02,5.1
-3.6672e-02,5.9
-3.6640e-02,6.1
-3.6608e-02,4.9
-3.6576e-02,6.1
-3.6544e-02,5.5
-3.6512e-02,5.5
-3.6480e-02,5.9
-3.6448e-02,4.7
-3.6416e-02,5.7
-3.6384e-02,5.7
-3.6352e-02,5.1
-3.6320e-02,5.5
-3.6288e-02,6.1
-3.6256e-02,4.9
-3.6224e-02,5.9
-3.6192e-02,5.9
-3.6160e-02,5.1
-3.6128e-02,6.5
-3.6096e-02,5.3
-3.6064e-02,5.9
-3.6032e-02,6.3
-3.6000e-02,5.3
-3.5968e-02,6.1
-3.5936e-02,5.9
-3.5904e-02,5.9
-3.5872e-02,5.9
-3.5840e-02,6.1
-3.5808e-02,5.9
-3.5776e-02,5.7
-3.5744e-02,6.1
-3.5712e-02,5.1
-3.5680e-02,5.5
-3.5648e-02,6.3
-3.5616e-02,4.7
-3.5584e-02,5.9
-3.5552e-02,5.9
-3.5520e-02,4.5
-3.5488e-02,6.1
-3.5456e-02,4.9
-3.5424e-02,4.9
-3.5392e-02,5.7
-3.5360e-02,4.7
-3.5328e-02,5.3
-3.5296e-02,4.9
-3.5264e-02,4.7
-3.5232e-02,5.7
-3.5200e-02,4.9
-3.5168e-02,5.1
-3.5136e-02,5.1
-3.5104e-02,5.1
-3.5072e-02,5.1
-3.5040e-02,5.3
-3.5008e-02,5.7
-3.4976e-02,5.1
-3.4944e-02,5.3
-3.4912e-02,5.7
-3.4880e-02,5.1
-3.4848e-02,5.1
-3.4816e-02,5.9
-3.4784e-02,4.5
-3.4752e-02,6.1
-3.4720e-02,5.7
-3.4688e-02,4.7
-3.4656e-02,6.5
-3.4624e-02,4.9
-3.4592e-02,5.5
-3.4560e-02,6.5
-3.4528e-02,4.7
-3.4496e-02,5.5
-3.4464e-02,6.3
-3.4432e-02,4.3
-3.4400e-02,6.3
-3.4368e-02,5.3
-3.4336e-02,5.1
-3.4304e-02,6.1
-3.4272e-02,5.3
-3.4240e-02,5.1
-3.4208e-02,6.3
-3.4176e-02,5.3
-3.4144e-02,5.5
-3.4112e-02,6.1
-3.4080e-02,5.3
-3.4048e-02,5.9
-3.4016e-02,5.7
-3.3984e-02,5.3
-3.3952e-02,6.3
-3.3920e-02,5.3
-3.3888e-02,5.9
-3.3856e-02,5.3
-3.3824e-02,6.1
-3.3792e-02,5.9
-3.3760e-02,5.1
-3.3728e-02,6.9
-3.3696e-02,5.3
-3.3664e-02,5.9
-3.3632e-02,6.9
-3.3600e-02,5.1
-3.3568e-02,7.7
-3.3536e-02,5.7
-3.3504e-02,5.9
-3.3472e-02,7.7
-3.3440e-02,4.1
-3.3408e-02,7.1
-3.3376e-02,6.7
-3.3344e-02,4.1
-3.3312e-02,7.5
-3.3280e-02,5.3
-3.3248e-02,5.5
-3.3216e-02,7.1
-3.3184e-02,4.5
-3.3152e-02,7.1
-3.3120e-02,4.9
-3.3088e-02,5.3
-3.3056e-02,6.7
-3.3024e-02,4.1
-3.2992e-02,6.5
-3.2960e-02,4.9
-3.2928e-02,4.7
-3.2896e-02,6.5
-3.2864e-02,4.5
-3.2832e-02,5.9
-3.2800e-02,5.3
-3.2768e-02,4.1
-3.2736e-02,6.1
-3.2704e-02,4.5
-3.2672e-02,5.3
-3.2640e-02,6.5
-3.2608e-02,4.1
-3.2576e-02,6.5
-3.2544e-02,5.3
-3.2512e-02,4.1
-3.2480e-02,6.9
-3.2448e-02,4.1
-3.2416e-02,5.7
-3.2384e-02,6.1
-3.2352e-02,3.5
-3.2320e-02,6.7
-3.2288e-02,4.7
-3.2256e-02,4.5
-3.2224e-02,6.9
-3.2192e-02,3.3
-3.2160e-02,6.1
-3.2128e-02,5.5
-3.2096e-02,3.5
-3.2064e-02,7.1
-3.2032e-02,4.1
-3.2000e-02,4.7
-3.1968e-02,6.5
-3.1936e-02,3.9
-3.1904e-02,5.5
-3.1872e-02,5.9
-3.1840e-02,4.5
-3.1808e-02,5.9
-3.1776e-02,5.1
-3.1744e-02,5.5
-3.1712e-02,5.7
-3.1680e-02,5.1
-3.1648e-02,5.7
-3.1616e-02,5.7
-3.1584e-02,5.9
-3.1552e-02,5.1
-3.1520e-02,6.1
-3.1488e-02,5.3
-3.1456e-02,5.5
-3.1424e-02,5.7
-3.1392e-02,5.1
-3.1360e-02,5.5
-3.1328e-02,6.3
-3.1296e-02,4.7
-3.1264e-02,6.3
-3.1232e-02,5.1
-3.1200e-02,4.7
-3.1168e-02,6.1
-3.1136e-02,5.1
-3.1104e-02,5.9
-3.1072e-02,5.9
-3.1040e-02,4.1
-3.1008e-02,7.1
-3.0976e-02,4.7
-3.0944e-02,4.7
-3.0912e-02,7.3
-3.0880e-02,4.1
-3.0848e-02,6.1
-3.0816e-02,6.7
-3.0784e-02,3.5
-3.0752e-02,7.3
-3.0720e-02,5.3
-3.0688e-02,4.5
-3.0656e-02,7.5
-3.0624e-02,3.7
-3.0592e-02,6.1
-3.0560e-02,6.3
-3.0528e-02,4.1
-3.0496e-02,7.3
-3.0464e-02,5.1
-3.0432e-02,5.5
-3.0400e-02,6.9
-3.0368e-02,5.1
-3.0336e-02,6.3
-3.0304e-02,5.7
-3.0272e-02,5.3
-3.0240e-02,6.7
-3.0208e-02,4.5
-3.0176e-02,6.3
-3.0144e-02,5.9
-3.0112e-02,4.5
-3.0080e-02,7.1
-3.0048e-02,5.7
-3.0016e-02,5.1
-2.9984e-02,6.9
-2.9952e-02,4.1
-2.9920e-02,5.9
-2.9888e-02,6.5
-2.9856e-02,4.1
-2.9824e-02,7.1
-2.9792e-02,5.1
-2.9760e-02,4.1
-2.9728e-02,7.5
-2.9696e-02,4.5
-2.9664e-02,5.1
-2.9632e-02,6.7
-2.9600e-02,4.1
-2.9568e-02,5.9
-2.9536e-02,5.7
-2.9504e-02,4.5
-2.9472e-02,6.5
-2.9440e-02,4.9
-2.9408e-02,5.5
-2.9376e-02,6.3
-2.9344e-02,5.1
-2.9312e-02,5.9
-2.9280e-02,6.3
-2.9248e-02,4.9
-2.9216e-02,6.5
-2.9184e-02,5.7
-2.9152e-02,5.3
-2.9120e-02,6.5
-2.9088e-02,5.3
-2.9056e-02,5.3
-2.9024e-02,6.1
-2.8992e-02,4.5
-2.8960e-02,6.3
-2.8928e-02,5.5
-2.8896e-02,4.9
-2.8864e-02,7.1
-2.8832e-02,4.7
-2.8800e-02,5.9
-2.8768e-02,6.5
-2.8736e-02,4.1
-2.8704e-02,6.9
-2.8672e-02,4.7
-2.8640e-02,4.9
-2.8608e-02,7.1
-2.8576e-02,4.3
-2.8544e-02,6.3
-2.8512e-02,6.5
-2.8480e-02,4.3
-2.8448e-02,7.1
-2.8416e-02,5.3
-2.8384e-02,4.7
-2.8352e-02,7.1
-2.8320e-02,4.5
-2.8288e-02,6.3
-2.8256e-02,6.1
-2.8224e-02,4.3
-2.8192e-02,7.1
-2.8160e-02,4.9
-2.8128e-02,5.5
-2.8096e-02,6.7
-2.8064e-02,4.3
-2.8032e-02,6.5
-2.8000e-02,5.5
-2.7968e-02,5.3
-2.7936e-02,7.3
-2.7904e-02,4.5
-2.7872e-02,6.1
-2.7840e-02,6.1
-2.7808e-02,4.1
-2.7776e-02,6.9
-2.7744e-02,4.9
-2.7712e-02,4.9
-2.7680e-02,7.1
-2.7648e-02,4.3
-2.7616e-02,6.1
-2.7584e-02,6.3
-2.7552e-02,4.5
-2.7520e-02,6.9
-2.7488e-02,5.1
-2.7456e-02,5.1
-2.7424e-02,7.1
-2.7392e-02,4.3
-2.7360e-02,5.9
-2.7328e-02,6.1
-2.7296e-02,4.9
-2.7264e-02,6.5
-2.7232e-02,5.3
-2.7200e-02,5.3
-2.7168e-02,6.5
-2.7136e-02,5.5
-2.7104e-02,6.1
-2.7072e-02,6.3
-2.7040e-02,5.5
-2.7008e-02,6.3
-2.6976e-02,5.9
-2.6944e-02,5.7
-2.6912e-02,6.5
-2.6880e-02,5.7
-2.6848e-02,5.9
-2.6816e-02,5.5
-2.6784e-02,5.5
-2.6752e-02,6.1
-2.6720e-02,5.1
-2.6688e-02,6.1
-2.6656e-02,6.1
-2.6624e-02,5.1
-2.6592e-02,6.3
-2.6560e-02,5.1
-2.6528e-02,5.5
-2.6496e-02,5.5
-2.6464e-02,5.5
-2.6432e-02,5.9
-2.6400e-02,4.1
-2.6368e-02,6.5
-2.6336e-02,5.5
-2.6304e-02,4.7
-2.6272e-02,6.5
-2.6240e-02,4.7
-2.6208e-02,5.7
-2.6176e-02,5.7
-2.6144e-02,3.9
-2.6112e-02,6.7
-2.6080e-02,3.5
-2.6048e-02,5.1
-2.6016e-02,6.5
-2.5984e-02,3.5
-2.5952e-02,6.5
-2.5920e-02,5.1
-2.5888e-02,4.5
-2.5856e-02,7.3
-2.5824e-02,3.5
-2.5792e-02,5.5
-2.5760e-02,6.7
-2.5728e-02,3.5
-2.5696e-02,7.1
-2.5664e-02,5.3
-2.5632e-02,4.1
-2.5600e-02,7.7
-2.5568e-02,4.1
-2.5536e-02,5.3
-2.5504e-02,6.7
-2.5472e-02,4.7
-2.5440e-02,6.3
-2.5408e-02,5.7
-2.5376e-02,5.3
-2.5344e-02,6.1
-2.5312e-02,5.7
-2.5280e-02,6.1
-2.5248e-02,6.1
-2.5216e-02,5.3
-2.5184e-02,6.5
-2.5152e-02,6.1
-2.5120e-02,5.5
-2.5088e-02,6.5
-2.5056e-02,5.1
-2.5024e-02,6.1
-2.4992e-02,5.7
-2.4960e-02,4.9
-2.4928e-02,6.7
-2.4896e-02,5.3
-2.4864e-02,5.1
-2.4832e-02,6.1
-2.4800e-02,4.9
-2.4768e-02,5.7
-2.4736e-02,5.7
-2.4704e-02,5.1
-2.4672e-02,6.1
-2.4640e-02,4.7
-2.4608e-02,5.3
-2.4576e-02,6.3
-2.4544e-02,4.9
-2.4512e-02,6.5
-2.4480e-02,5.7
-2.4448e-02,5.5
-2.4416e-02,6.7
-2.4384e-02,5.3
-2.4352e-02,5.9
-2.4320e-02,6.1
-2.4288e-02,5.1
-2.4256e-02,6.1
-2.4224e-02,5.5
-2.4192e-02,5.5
-2.4160e-02,7.1
-2.4128e-02,4.1
-2.4096e-02,5.7
-2.4064e-02,6.7
-2.4032e-02,4.1
-2.4000e-02,6.3
-2.3968e-02,5.9
-2.3936e-02,4.3
-2.3904e-02,7.1
-2.3872e-02,4.9
-2.3840e-02,5.1
-2.3808e-02,7.3
-2.3776e-02,4.5
-2.3744e-02,5.9
-2.3712e-02,6.7
-2.3680e-02,4.1
-2.3648e-02,6.9
-2.3616e-02,5.3
-2.3584e-02,4.7
-2.3552e-02,7.3
-2.3520e-02,4.7
-2.3488e-02,5.9
-2.3456e-02,6.5
-2.3424e-02,3.9
-2.3392e-02,6.9
-2.3360e-02,4.9
-2.3328e-02,5.7
-2.3296e-02,6.9
-2.3264e-02,4.5
-2.3232e-02,6.7
-2.3200e-02,5.7
-2.3168e-02,4.9
-2.3136e-02,6.9
-2.3104e-02,4.7
-2.3072e-02,6.3
-2.3040e-02,6.5
-2.3008e-02,5.3
-2.2976e-02,7.1
-2.2944e-02,5.5
-2.2912e-02,6.5
-2.2880e-02,6.5
-2.2848e-02,5.3
-2.2816e-02,6.9
-2.2784e-02,5.3
-2.2752e-02,5.5
-2.2720e-02,6.7
-2.2688e-02,4.5
-2.2656e-02,5.9
-2.2624e-02,5.5
-2.2592e-02,4.3
-2.2560e-02,6.9
-2.2528e-02,4.3
-2.2496e-02,4.9
-2.2464e-02,6.9
-2.2432e-02,3.1
-2.2400e-02,6.3
-2.2368e-02,5.5
-2.2336e-02,3.9
-2.2304e-02,7.1
-2.2272e-02,4.3
-2.2240e-02,5.7
-2.2208e-02,6.5
-2.2176e-02,4.5
-2.2144e-02,6.7
-2.2112e-02,6.1
-2.2080e-02,5.3
-2.2048e-02,6.9
-2.2016e-02,5.7
-2.1984e-02,6.3
-2.1952e-02,6.1
-2.1920e-02,5.5
-2.1888e-02,6.5
-2.1856e-02,5.7
-2.1824e-02,5.5
-2.1792e-02,6.1
-2.1760e-02,5.1
-2.1728e-02,5.9
-2.1696e-02,5.5
-2.1664e-02,5.1
-2.1632e-02,5.9
-2.1600e-02,4.7
-2.1568e-02,6.1
-2.1536e-02,5.5
-2.1504e-02,4.7
-2.1472e-02,6.5
-2.1440e-02,4.7
-2.1408e-02,6.1
-2.1376e-02,6.3
-2.1344e-02,4.3
-2.1312e-02,7.1
-2.1280e-02,5.1
-2.1248e-02,5.1
-2.1216e-02,7.3
-2.1184e-02,4.3
-2.1152e-02,5.9
-2.1120e-02,6.9
-2.1088e-02,3.9
-2.1056e-02,7.3
-2.1024e-02,5.3
-2.0992e-02,5.1
-2.0960e-02,7.3
-2.0928e-02,4.1
-2.0896e-02,5.9
-2.0864e-02,6.1
-2.0832e-02,3.9
-2.0800e-02,7.1
-2.0768e-02,4.5
-2.0736e-02,5.1
-2.0704e-02,6.5
-2.0672e-02,4.1
-2.0640e-02,6.3
-2.0608e-02,5.9
-2.0576e-02,4.5
-2.0544e-02,7.1
-2.0512e-02,5.1
-2.0480e-02,5.9
-2.0448e-02,6.3
-2.0416e-02,4.7
-2.0384e-02,6.7
-2.0352e-02,4.9
-2.0320e-02,5.1
-2.0288e-02,7.1
-2.0256e-02,4.3
-2.0224e-02,6.3
-2.0192e-02,6.5
-2.0160e-02,4.7
-2.0128e-02,7.1
-2.0096e-02,4.9
-2.0064e-02,5.5
-2.0032e-02,7.3
-2.0000e-02,4.3
-1.9968e-02,6.9
-1.9936e-02,6.5
-1.9904e-02,4.7
-1.9872e-02,7.7
-1.9840e-02,5.3
-1.9808e-02,5.5
-1.9776e-02,7.1
-1.9744e-02,3.9
-1.9712e-02,6.7
-1.9680e-02,5.9
-1.9648e-02,3.5
-1.9616e-02,7.1
-1.9584e-02,5.1
-1.9552e-02,4.3
-1.9520e-02,7.9
-1.9488e-02,3.3
-1.9456e-02,6.1
-1.9424e-02,6.7
-1.9392e-02,3.1
-1.9360e-02,7.9
-1.9328e-02,5.1
-1.9296e-02,4.3
-1.9264e-02,8.1
-1.9232e-02,3.9
-1.9200e-02,6.3
-1.9168e-02,6.3
-1.9136e-02,4.5
-1.9104e-02,6.9
-1.9072e-02,3.9
-1.9040e-02,6.1
-1.9008e-02,5.9
-1.8976e-02,3.1
-1.8944e-02,7.1
-1.8912e-02,4.1
-1.8880e-02,5.3
-1.8848e-02,6.7
-1.8816e-02,3.1
-1.8784e-02,6.1
-1.8752e-02,5.7
-1.8720e-02,3.5
-1.8688e-02,6.9
-1.8656e-02,4.7
-1.8624e-02,3.9
-1.8592e-02,7.3
-1.8560e-02,3.7
-1.8528e-02,5.7
-1.8496e-02,6.3
-1.8464e-02,3.5
-1.8432e-02,7.1
-1.8400e-02,4.3
-1.8368e-02,4.7
-1.8336e-02,7.3
-1.8304e-02,2.5
-1.8272e-02,6.3
-1.8240e-02,5.3
-1.8208e-02,3.5
-1.8176e-02,7.3
-1.8144e-02,3.5
-1.8112e-02,4.9
-1.8080e-02,6.7
-1.8048e-02,3.3
-1.8016e-02,6.5
-1.7984e-02,5.3
-1.7952e-02,3.9
-1.7920e-02,6.7
-1.7888e-02,4.3
-1.7856e-02,5.1
-1.7824e-02,6.9
-1.7792e-02,4.3
-1.7760e-02,6.9
-1.7728e-02,5.5
-1.7696e-02,4.3
-1.7664e-02,6.7
-1.7632e-02,4.5
-1.7600e-02,4.9
-1.7568e-02,7.3
-1.7536e-02,3.7
-1.7504e-02,6.5
-1.7472e-02,5.7
-1.7440e-02,4.7
-1.7408e-02,6.9
-1.7376e-02,5.5
-1.7344e-02,5.9
-1.7312e-02,7.1
-1.7280e-02,4.3
-1.7248e-02,6.3
-1.7216e-02,6.5
-1.7184e-02,4.5
-1.7152e-02,6.9
-1.7120e-02,5.1
-1.7088e-02,5.7
-1.7056e-02,6.9
-1.7024e-02,4.1
-1.6992e-02,6.9
-1.6960e-02,5.5
-1.6928e-02,4.9
-1.6896e-02,7.5
-1.6864e-02,4.1
-1.6832e-02,6.1
-1.6800e-02,6.5
-1.6768e-02,3.7
-1.6736e-02,7.7
-1.6704e-02,5.3
-1.6672e-02,4.5
-1.6640e-02,7.7
-1.6608e-02,3.7
-1.6576e-02,6.1
-1.6544e-02,6.7
-1.6512e-02,4.1
-1.6480e-02,7.1
-1.6448e-02,4.7
-1.6416e-02,5.1
-1.6384e-02,7.3
-1.6352e-02,4.7
-1.6320e-02,6.5
-1.6288e-02,6.1
-1.6256e-02,3.9
-1.6224e-02,8.1
-1.6192e-02,4.1
-1.6160e-02,4.7
-1.6128e-02,7.7
-1.6096e-02,3.5
-1.6064e-02,5.7
-1.6032e-02,7.7
-1.6000e-02,2.9
-1.5968e-02,6.9
-1.5936e-02,5.7
-1.5904e-02,3.5
-1.5872e-02,8.3
-1.5840e-02,4.1
-1.5808e-02,5.7
-1.5776e-02,7.5
-1.5744e-02,3.1
-1.5712e-02,6.9
-1.5680e-02,5.7
-1.5648e-02,4.1
-1.5616e-02,7.7
-1.5584e-02,4.1
-1.5552e-02,5.5
-1.5520e-02,6.5
-1.5488e-02,4.5
-1.5456e-02,6.3
-1.5424e-02,5.5
-1.5392e-02,4.7
-1.5360e-02,6.5
-1.5328e-02,3.9
-1.5296e-02,6.1
-1.5264e-02,5.7
-1.5232e-02,3.9
-1.5200e-02,6.7
-1.5168e-02,4.7
-1.5136e-02,5.3
-1.5104e-02,7.1
-1.5072e-02,4.3
-1.5040e-02,6.1
-1.5008e-02,6.1
-1.4976e-02,4.3
-1.4944e-02,6.9
-1.4912e-02,5.3
-1.4880e-02,5.5
-1.4848e-02,7.1
-1.4816e-02,5.3
-1.4784e-02,6.1
-1.4752e-02,6.5
-1.4720e-02,5.1
-1.4688e-02,7.5
-1.4656e-02,4.7
-1.4624e-02,6.3
-1.4592e-02,6.5
-1.4560e-02,4.7
-1.4528e-02,6.3
-1.4496e-02,5.7
-1.4464e-02,4.5
-1.4432e-02,7.1
-1.4400e-02,5.1
-1.4368e-02,5.3
-1.4336e-02,6.5
-1.4304e-02,5.1
-1.4272e-02,6.1
-1.4240e-02,6.3
-1.4208e-02,4.9
-1.4176e-02,6.5
-1.4144e-02,5.9
-1.4112e-02,5.5
-1.4080e-02,6.5
-1.4048e-02,5.1
-1.4016e-02,6.1
-1.3984e-02,6.3
-1.3952e-02,5.5
-1.3920e-02,6.1
-1.3888e-02,5.9
-1.3856e-02,5.9
-1.3824e-02,6.3
-1.3792e-02,5.1
-1.3760e-02,5.3
-1.3728e-02,6.5
-1.3696e-02,5.1
-1.3664e-02,6.1
-1.3632e-02,5.5
-1.3600e-02,5.1
-1.3568e-02,5.7
-1.3536e-02,5.5
-1.3504e-02,5.3
-1.3472e-02,5.9
-1.3440e-02,4.3
-1.3408e-02,6.5
-1.3376e-02,5.1
-1.3344e-02,5.3
-1.3312e-02,6.7
-1.3280e-02,4.5
-1.3248e-02,6.9
-1.3216e-02,5.3
-1.3184e-02,5.1
-1.3152e-02,7.1
-1.3120e-02,4.7
-1.3088e-02,5.9
-1.3056e-02,6.1
-1.3024e-02,4.5
-1.2992e-02,7.1
-1.2960e-02,4.9
-1.2928e-02,5.3
-1.2896e-02,6.5
-1.2864e-02,4.3
-1.2832e-02,5.7
-1.2800e-02,6.3
-1.2768e-02,4.7
-1.2736e-02,6.5
-1.2704e-02,5.3
-1.2672e-02,5.3
-1.2640e-02,6.3
-1.2608e-02,4.9
-1.2576e-02,5.9
-1.2544e-02,6.1
-1.2512e-02,5.3
-1.2480e-02,6.3
-1.2448e-02,5.3
-1.2416e-02,6.1
-1.2384e-02,5.9
-1.2352e-02,5.5
-1.2320e-02,6.1
-1.2288e-02,5.7
-1.2256e-02,6.1
-1.2224e-02,5.9
-1.2192e-02,5.5
-1.2160e-02,5.9
-1.2128e-02,5.5
-1.2096e-02,5.5
-1.2064e-02,5.9
-1.2032e-02,5.7
-1.2000e-02,6.1
-1.1968e-02,6.1
-1.1936e-02,6.1
-1.1904e-02,5.3
-1.1872e-02,6.3
-1.1840e-02,4.9
-1.1808e-02,6.1
-1.1776e-02,5.9
-1.1744e-02,5.1
-1.1712e-02,6.7
-1.1680e-02,5.5
-1.1648e-02,6.1
-1.1616e-02,6.3
-1.1584e-02,4.7
-1.1552e-02,6.5
-1.1520e-02,5.9
-1.1488e-02,5.3
-1.1456e-02,6.5
-1.1424e-02,5.9
-1.1392e-02,6.1
-1.1360e-02,5.9
-1.1328e-02,6.5
-1.1296e-02,6.1
-1.1264e-02,5.1
-1.1232e-02,7.1
-1.1200e-02,5.7
-1.1168e-02,5.7
-1.1136e-02,6.5
-1.1104e-02,5.3
-1.1072e-02,6.1
-1.1040e-02,6.1
-1.1008e-02,5.9
-1.0976e-02,6.3
-1.0944e-02,5.1
-1.0912e-02,6.3
-1.0880e-02,6.1
-1.0848e-02,5.7
-1.0816e-02,6.7
-1.0784e-02,5.5
-1.0752e-02,6.1
-1.0720e-02,6.5
-1.0688e-02,5.1
-1.0656e-02,6.5
-1.0624e-02,5.9
-1.0592e-02,6.1
-1.0560e-02,6.7
